timestamp,temperature_C,humidity_%,solar_irradiation_W/m2
2020-01-21 17:30:00,25.14,50.26,270.13
2020-01-21 17:45:00,-5.26,95.98,1327.33
2020-01-21 18:00:00,23.81,56.18,424.73
2020-01-21 18:15:00,20.74,59.22,322.67
2020-01-21 18:30:00,21.81,50.09,170.7
2020-01-21 18:45:00,23.64,78.82,410.06
2020-01-21 19:00:00,17.43,50.1,475.59
2020-01-21 19:15:00,27.58,65.41,285.42
2020-01-21 19:30:00,24.93,58.05,0.0
2020-01-21 19:45:00,20.99,73.92,542.42
2020-01-21 20:00:00,20.76,60.62,404.43
2020-01-21 20:15:00,23.36,47.26,448.13
2020-01-21 20:30:00,15.35,59.1,425.21
2020-01-21 20:45:00,20.79,53.19,379.68
2020-01-21 21:00:00,22.6,70.28,346.92
2020-01-21 21:15:00,18.14,43.99,515.09
2020-01-21 21:30:00,23.08,57.23,344.4
2020-01-21 21:45:00,22.38,78.54,191.04
2020-01-21 22:00:00,23.08,63.19,642.4
2020-01-21 22:15:00,23.54,56.55,544.0
2020-01-21 22:30:00,17.5,68.0,339.66
2020-01-21 22:45:00,25.38,58.17,469.0
2020-01-21 23:00:00,20.11,78.1,285.83
2020-01-21 23:15:00,21.77,58.9,337.71
2020-01-21 23:30:00,20.08,48.98,256.02
2020-01-21 23:45:00,15.39,54.18,492.59
2020-01-22 00:00:00,27.06,51.92,359.29
2020-01-22 00:15:00,30.64,60.56,274.75
2020-01-22 00:30:00,23.24,72.9,357.98
2020-01-22 00:45:00,23.05,83.78,450.28
2020-01-22 01:00:00,24.76,46.18,96.28
2020-01-22 01:15:00,18.44,52.04,333.18
2020-01-22 01:30:00,23.24,47.6,385.89
2020-01-22 01:45:00,17.84,58.65,359.21
2020-01-22 02:00:00,27.39,45.28,520.28
2020-01-22 02:15:00,16.67,61.0,495.74
2020-01-22 02:30:00,20.66,73.89,268.26
2020-01-22 02:45:00,21.6,66.59,580.66
2020-01-22 03:00:00,23.05,54.29,111.21
2020-01-22 03:15:00,28.47,59.03,41.86
2020-01-22 03:30:00,19.66,72.18,362.63
2020-01-22 03:45:00,18.6,72.12,331.44
2020-01-22 04:00:00,16.84,48.1,430.94
2020-01-22 04:15:00,19.79,78.73,278.49
2020-01-22 04:30:00,28.19,58.33,523.4
2020-01-22 04:45:00,-1.21,93.58,1328.23
2020-01-22 05:00:00,23.72,59.04,260.83
2020-01-22 05:15:00,27.33,58.84,527.76
2020-01-22 05:30:00,22.1,60.62,409.16
2020-01-22 05:45:00,20.94,73.03,452.35
2020-01-22 06:00:00,22.94,56.7,224.19
2020-01-22 06:15:00,23.65,52.02,336.27
2020-01-22 06:30:00,19.3,57.78,198.27
2020-01-22 06:45:00,23.28,46.62,511.9
2020-01-22 07:00:00,25.12,61.89,464.48
2020-01-22 07:15:00,21.65,67.19,435.58
2020-01-22 07:30:00,-0.57,98.47,1370.82
2020-01-22 07:45:00,21.81,57.52,95.3
2020-01-22 08:00:00,19.75,41.2,430.36
2020-01-22 08:15:00,19.09,61.77,639.92
2020-01-22 08:30:00,22.58,62.66,203.52
2020-01-22 08:45:00,22.74,73.53,429.34
2020-01-22 09:00:00,21.98,61.81,528.17
2020-01-22 09:15:00,16.25,64.21,374.08
2020-01-22 09:30:00,16.6,40.89,177.05
2020-01-22 09:45:00,23.91,61.44,468.48
2020-01-22 10:00:00,20.76,50.82,242.99
2020-01-22 10:15:00,22.42,65.07,714.5
2020-01-22 10:30:00,24.08,64.96,291.33
2020-01-22 10:45:00,29.09,47.57,482.77
2020-01-22 11:00:00,28.23,36.39,232.66
2020-01-22 11:15:00,22.41,52.64,376.05
2020-01-22 11:30:00,20.69,47.99,369.29
2020-01-22 11:45:00,22.05,53.1,303.25
2020-01-22 12:00:00,18.22,67.04,426.12
2020-01-22 12:15:00,23.58,67.1,484.58
2020-01-22 12:30:00,21.07,55.4,553.57
2020-01-22 12:45:00,21.85,69.06,475.38
2020-01-22 13:00:00,21.66,60.78,230.75
2020-01-22 13:15:00,27.63,60.07,351.1
2020-01-22 13:30:00,15.78,59.86,186.34
2020-01-22 13:45:00,17.24,69.42,323.63
2020-01-22 14:00:00,21.26,68.22,454.67
2020-01-22 14:15:00,19.85,61.55,198.05
2020-01-22 14:30:00,23.28,58.72,533.47
2020-01-22 14:45:00,24.16,63.26,510.04
2020-01-22 15:00:00,21.39,68.82,232.82
2020-01-22 15:15:00,26.2,81.38,491.84
2020-01-22 15:30:00,23.83,46.01,391.08
2020-01-22 15:45:00,20.07,69.47,393.8
2020-01-22 16:00:00,21.54,67.53,466.34
2020-01-22 16:15:00,22.51,57.98,563.24
2020-01-22 16:30:00,23.36,51.07,313.86
2020-01-22 16:45:00,21.14,71.3,466.55
2020-01-22 17:00:00,19.81,63.65,341.94
2020-01-22 17:15:00,23.14,74.96,227.05
2020-01-22 17:30:00,18.23,75.25,336.18
2020-01-22 17:45:00,21.78,62.08,827.44
2020-01-22 18:00:00,21.22,56.86,296.27
2020-01-22 18:15:00,24.25,67.18,459.86
2020-01-22 18:30:00,18.32,53.26,826.96
2020-01-22 18:45:00,23.92,67.62,626.44
2020-01-22 19:00:00,25.43,53.97,279.18
2020-01-22 19:15:00,23.74,65.93,93.9
2020-01-22 19:30:00,21.11,45.36,593.69
2020-01-22 19:45:00,26.33,63.34,737.46
2020-01-22 20:00:00,27.21,42.72,520.11
2020-01-22 20:15:00,27.16,58.17,764.51
2020-01-22 20:30:00,20.08,74.33,403.51
2020-01-22 20:45:00,26.65,44.54,457.96
2020-01-22 21:00:00,19.91,79.5,576.39
2020-01-22 21:15:00,24.57,59.14,529.25
2020-01-22 21:30:00,21.39,59.71,301.67
2020-01-22 21:45:00,20.41,46.44,385.54
2020-01-22 22:00:00,21.45,66.78,151.62
2020-01-22 22:15:00,17.2,64.19,363.5
2020-01-22 22:30:00,21.5,54.74,250.6
2020-01-22 22:45:00,15.09,66.04,458.89
2020-01-22 23:00:00,23.03,60.11,396.56
2020-01-22 23:15:00,19.62,58.96,211.75
2020-01-22 23:30:00,23.12,35.37,308.92
2020-01-22 23:45:00,20.11,38.38,315.9
2020-01-23 00:00:00,24.77,78.5,630.29
2020-01-23 00:15:00,23.49,67.99,404.79
2020-01-23 00:30:00,17.54,59.09,151.46
2020-01-23 00:45:00,28.26,46.11,401.13
2020-01-23 01:00:00,-4.95,0.81,1298.43
2020-01-23 01:15:00,24.21,69.18,182.44
2020-01-23 01:30:00,22.57,64.05,475.13
2020-01-23 01:45:00,25.28,61.94,473.54
2020-01-23 02:00:00,22.54,43.36,341.7
2020-01-23 02:15:00,-7.62,95.09,1239.95
2020-01-23 02:30:00,53.57,9.07,0.0
2020-01-23 02:45:00,-1.62,99.58,1417.23
2020-01-23 03:00:00,23.55,64.93,346.22
2020-01-23 03:15:00,20.31,70.68,418.68
2020-01-23 03:30:00,17.84,46.51,444.1
2020-01-23 03:45:00,40.81,90.33,1274.85
2020-01-23 04:00:00,23.59,54.64,631.67
2020-01-23 04:15:00,23.77,63.86,731.1
2020-01-23 04:30:00,24.72,71.74,419.4
2020-01-23 04:45:00,25.79,56.37,277.49
2020-01-23 05:00:00,22.04,44.76,0.0
2020-01-23 05:15:00,22.69,66.23,375.62
2020-01-23 05:30:00,24.06,49.85,446.83
2020-01-23 05:45:00,23.66,56.98,80.27
2020-01-23 06:00:00,20.21,57.51,153.14
2020-01-23 06:15:00,21.06,61.77,465.06
2020-01-23 06:30:00,58.3,9.62,1547.75
2020-01-23 06:45:00,51.23,95.13,1510.83
2020-01-23 07:00:00,21.87,65.03,246.13
2020-01-23 07:15:00,21.34,52.11,372.11
2020-01-23 07:30:00,17.69,68.49,523.26
2020-01-23 07:45:00,11.05,44.8,583.51
2020-01-23 08:00:00,20.35,66.4,459.93
2020-01-23 08:15:00,21.08,48.69,756.55
2020-01-23 08:30:00,21.99,63.32,468.97
2020-01-23 08:45:00,22.14,47.29,358.66
2020-01-23 09:00:00,24.05,75.5,302.22
2020-01-23 09:15:00,24.75,62.7,87.39
2020-01-23 09:30:00,22.59,65.52,336.9
2020-01-23 09:45:00,18.78,61.7,113.96
2020-01-23 10:00:00,58.7,7.86,0.0
2020-01-23 10:15:00,25.12,58.9,359.29
2020-01-23 10:30:00,21.41,44.91,377.12
2020-01-23 10:45:00,17.67,76.85,598.83
2020-01-23 11:00:00,23.28,67.27,462.73
2020-01-23 11:15:00,23.79,68.63,306.08
2020-01-23 11:30:00,17.07,76.31,368.25
2020-01-23 11:45:00,23.19,50.53,330.68
2020-01-23 12:00:00,-7.83,8.33,1394.04
2020-01-23 12:15:00,20.77,53.53,424.93
2020-01-23 12:30:00,28.53,56.33,369.66
2020-01-23 12:45:00,25.43,74.38,485.69
2020-01-23 13:00:00,22.98,49.64,300.86
2020-01-23 13:15:00,24.59,50.39,319.17
2020-01-23 13:30:00,21.88,44.79,119.98
2020-01-23 13:45:00,17.67,58.75,437.01
2020-01-23 14:00:00,22.82,68.14,523.95
2020-01-23 14:15:00,44.06,92.83,0.0
2020-01-23 14:30:00,21.92,38.74,382.22
2020-01-23 14:45:00,24.95,73.9,332.28
2020-01-23 15:00:00,20.55,55.7,631.33
2020-01-23 15:15:00,27.72,61.95,462.64
2020-01-23 15:30:00,24.68,76.77,659.36
2020-01-23 15:45:00,23.09,44.88,484.67
2020-01-23 16:00:00,23.26,47.0,207.44
2020-01-23 16:15:00,24.13,46.68,458.78
2020-01-23 16:30:00,22.62,56.21,375.96
2020-01-23 16:45:00,15.51,57.16,295.49
2020-01-23 17:00:00,24.1,61.56,405.35
2020-01-23 17:15:00,22.88,77.04,161.33
2020-01-23 17:30:00,22.67,75.06,314.15
2020-01-23 17:45:00,21.73,63.71,312.43
2020-01-23 18:00:00,22.77,44.41,344.17
2020-01-23 18:15:00,23.75,55.78,585.95
2020-01-23 18:30:00,23.09,73.12,372.52
2020-01-23 18:45:00,23.74,50.58,294.35
2020-01-23 19:00:00,23.25,46.29,518.97
2020-01-23 19:15:00,20.82,58.75,741.8
2020-01-23 19:30:00,21.36,62.51,522.07
2020-01-23 19:45:00,21.6,53.65,526.48
2020-01-23 20:00:00,18.98,60.24,340.85
2020-01-23 20:15:00,23.08,55.84,358.64
2020-01-23 20:30:00,20.83,65.63,297.26
2020-01-23 20:45:00,-0.35,6.53,1453.33
2020-01-23 21:00:00,19.91,53.44,251.23
2020-01-23 21:15:00,21.08,64.6,507.88
2020-01-23 21:30:00,22.96,79.1,466.14
2020-01-23 21:45:00,20.87,50.34,193.22
2020-01-23 22:00:00,24.2,48.73,613.42
2020-01-23 22:15:00,19.85,55.14,207.01
2020-01-23 22:30:00,19.48,52.38,25.53
2020-01-23 22:45:00,19.54,78.75,595.38
2020-01-23 23:00:00,20.08,53.43,514.89
2020-01-23 23:15:00,24.8,63.9,363.32
2020-01-23 23:30:00,22.33,58.28,0.0
2020-01-23 23:45:00,22.96,66.86,472.67
2020-01-24 00:00:00,21.48,46.28,491.98
2020-01-24 00:15:00,21.31,46.11,395.35
2020-01-24 00:30:00,17.57,67.2,224.44
2020-01-24 00:45:00,19.99,55.42,430.73
2020-01-24 01:00:00,52.84,93.75,1387.42
2020-01-24 01:15:00,22.69,58.39,80.71
2020-01-24 01:30:00,24.97,66.98,191.74
2020-01-24 01:45:00,22.11,49.57,469.22
2020-01-24 02:00:00,21.6,62.93,274.97
2020-01-24 02:15:00,24.61,56.4,397.23
2020-01-24 02:30:00,21.75,71.94,388.87
2020-01-24 02:45:00,20.57,70.52,341.94
2020-01-24 03:00:00,27.87,57.67,258.69
2020-01-24 03:15:00,59.19,94.73,1346.77
2020-01-24 03:30:00,21.79,58.07,445.12
2020-01-24 03:45:00,20.33,53.62,94.97
2020-01-24 04:00:00,18.81,65.64,388.08
2020-01-24 04:15:00,27.84,61.99,283.7
2020-01-24 04:30:00,18.23,54.02,459.79
2020-01-24 04:45:00,26.84,63.86,239.12
2020-01-24 05:00:00,17.24,62.0,578.36
2020-01-24 05:15:00,22.86,65.33,450.34
2020-01-24 05:30:00,26.15,48.8,274.85
2020-01-24 05:45:00,18.87,83.61,295.43
2020-01-24 06:00:00,20.01,60.69,396.21
2020-01-24 06:15:00,-3.4,96.42,1596.98
2020-01-24 06:30:00,20.95,55.43,517.9
2020-01-24 06:45:00,18.38,54.98,538.96
2020-01-24 07:00:00,26.36,58.67,408.63
2020-01-24 07:15:00,19.4,68.74,240.76
2020-01-24 07:30:00,28.97,47.76,382.0
2020-01-24 07:45:00,21.4,50.88,543.41
2020-01-24 08:00:00,21.57,65.03,441.68
2020-01-24 08:15:00,22.55,57.28,481.2
2020-01-24 08:30:00,20.29,63.55,486.24
2020-01-24 08:45:00,24.03,57.58,58.64
2020-01-24 09:00:00,21.01,51.68,180.84
2020-01-24 09:15:00,23.95,77.86,248.74
2020-01-24 09:30:00,24.67,55.17,384.07
2020-01-24 09:45:00,50.31,0.34,1401.76
2020-01-24 10:00:00,52.47,99.9,1280.79
2020-01-24 10:15:00,45.38,91.19,0.0
2020-01-24 10:30:00,25.73,62.96,463.06
2020-01-24 10:45:00,24.68,68.68,279.41
2020-01-24 11:00:00,24.15,67.29,422.31
2020-01-24 11:15:00,56.33,5.25,0.0
2020-01-24 11:30:00,24.6,55.01,662.44
2020-01-24 11:45:00,20.85,52.88,223.6
2020-01-24 12:00:00,22.07,68.36,361.59
2020-01-24 12:15:00,20.6,41.98,443.22
2020-01-24 12:30:00,25.37,47.31,251.32
2020-01-24 12:45:00,21.58,64.52,377.81
2020-01-24 13:00:00,25.96,54.37,189.88
2020-01-24 13:15:00,-9.99,97.5,1561.59
2020-01-24 13:30:00,22.65,69.49,737.82
2020-01-24 13:45:00,21.36,69.36,232.18
2020-01-24 14:00:00,18.2,46.03,490.81
2020-01-24 14:15:00,25.73,71.49,333.52
2020-01-24 14:30:00,46.97,4.41,0.0
2020-01-24 14:45:00,17.15,57.94,485.26
2020-01-24 15:00:00,20.02,64.13,331.16
2020-01-24 15:15:00,19.94,67.28,378.67
2020-01-24 15:30:00,21.2,49.32,439.54
2020-01-24 15:45:00,21.8,65.98,552.26
2020-01-24 16:00:00,17.6,71.94,536.16
2020-01-24 16:15:00,18.78,73.2,579.59
2020-01-24 16:30:00,21.06,65.75,509.79
2020-01-24 16:45:00,21.56,59.14,409.75
2020-01-24 17:00:00,21.95,65.73,220.77
2020-01-24 17:15:00,19.28,61.07,0.0
2020-01-24 17:30:00,27.69,64.32,415.61
2020-01-24 17:45:00,18.48,69.47,419.38
2020-01-24 18:00:00,22.11,62.16,561.11
2020-01-24 18:15:00,15.23,65.56,403.12
2020-01-24 18:30:00,18.9,51.62,330.16
2020-01-24 18:45:00,43.68,92.84,0.0
2020-01-24 19:00:00,19.95,68.9,554.35
2020-01-24 19:15:00,16.55,62.13,124.78
2020-01-24 19:30:00,25.71,65.13,280.31
2020-01-24 19:45:00,22.72,62.48,517.79
2020-01-24 20:00:00,18.28,44.49,336.41
2020-01-24 20:15:00,19.94,50.82,571.32
2020-01-24 20:30:00,48.61,93.12,1292.82
2020-01-24 20:45:00,18.67,61.21,633.01
2020-01-24 21:00:00,25.36,65.19,324.14
2020-01-24 21:15:00,22.88,44.13,344.38
2020-01-24 21:30:00,19.86,82.43,203.1
2020-01-24 21:45:00,25.91,66.69,397.14
2020-01-24 22:00:00,25.47,58.44,559.51
2020-01-24 22:15:00,22.49,65.59,373.16
2020-01-24 22:30:00,23.68,50.87,413.47
2020-01-24 22:45:00,26.63,62.62,404.84
2020-01-24 23:00:00,27.78,52.52,463.55
2020-01-24 23:15:00,53.84,5.97,0.0
2020-01-24 23:30:00,25.46,73.04,358.35
2020-01-24 23:45:00,20.92,68.11,447.57
2020-01-25 00:00:00,20.64,73.39,634.1
2020-01-25 00:15:00,23.79,59.63,611.98
2020-01-25 00:30:00,15.6,79.47,542.19
2020-01-25 00:45:00,18.96,60.57,515.14
2020-01-25 01:00:00,17.47,71.38,63.34
2020-01-25 01:15:00,23.45,86.62,368.47
2020-01-25 01:30:00,23.52,61.45,76.29
2020-01-25 01:45:00,18.24,63.2,237.77
2020-01-25 02:00:00,24.44,52.62,338.96
2020-01-25 02:15:00,21.08,62.76,707.04
2020-01-25 02:30:00,22.88,62.46,629.43
2020-01-25 02:45:00,19.92,55.55,555.37
2020-01-25 03:00:00,16.58,66.49,347.02
2020-01-25 03:15:00,40.03,2.14,1570.76
2020-01-25 03:30:00,21.94,56.69,684.31
2020-01-25 03:45:00,21.58,57.17,204.29
2020-01-25 04:00:00,24.24,68.75,216.66
2020-01-25 04:15:00,20.7,64.91,370.64
2020-01-25 04:30:00,19.08,79.29,457.71
2020-01-25 04:45:00,19.16,64.98,426.01
2020-01-25 05:00:00,22.89,60.8,266.75
2020-01-25 05:15:00,20.48,85.34,283.88
2020-01-25 05:30:00,17.77,67.78,302.31
2020-01-25 05:45:00,23.73,68.3,584.96
2020-01-25 06:00:00,19.55,59.5,283.04
2020-01-25 06:15:00,19.86,60.42,122.24
2020-01-25 06:30:00,25.2,66.91,336.21
2020-01-25 06:45:00,27.27,38.94,350.95
2020-01-25 07:00:00,16.33,62.2,302.03
2020-01-25 07:15:00,20.34,65.79,151.46
2020-01-25 07:30:00,24.62,51.02,479.29
2020-01-25 07:45:00,24.32,53.45,389.4
2020-01-25 08:00:00,14.25,53.25,244.33
2020-01-25 08:15:00,23.03,67.78,309.2
2020-01-25 08:30:00,24.85,59.75,425.49
2020-01-25 08:45:00,18.34,56.4,529.1
2020-01-25 09:00:00,2.28,5.87,1269.67
2020-01-25 09:15:00,18.45,43.22,271.67
2020-01-25 09:30:00,19.3,64.72,381.55
2020-01-25 09:45:00,51.23,99.54,1458.7
2020-01-25 10:00:00,21.99,55.46,378.81
2020-01-25 10:15:00,18.43,36.26,403.1
2020-01-25 10:30:00,23.99,70.91,301.81
2020-01-25 10:45:00,24.14,56.08,440.29
2020-01-25 11:00:00,13.08,67.82,314.01
2020-01-25 11:15:00,20.91,54.33,541.61
2020-01-25 11:30:00,21.75,43.06,442.24
2020-01-25 11:45:00,23.04,65.81,500.75
2020-01-25 12:00:00,17.33,62.06,427.02
2020-01-25 12:15:00,26.21,60.74,453.53
2020-01-25 12:30:00,23.81,53.03,388.76
2020-01-25 12:45:00,19.97,68.26,456.88
2020-01-25 13:00:00,24.49,50.07,268.62
2020-01-25 13:15:00,28.31,56.87,287.11
2020-01-25 13:30:00,21.89,56.8,144.37
2020-01-25 13:45:00,43.09,96.33,1301.42
2020-01-25 14:00:00,24.01,56.63,333.42
2020-01-25 14:15:00,24.68,63.28,810.81
2020-01-25 14:30:00,24.18,40.45,157.56
2020-01-25 14:45:00,23.62,55.55,272.12
2020-01-25 15:00:00,29.21,58.63,213.32
2020-01-25 15:15:00,21.26,59.47,92.34
2020-01-25 15:30:00,51.73,90.65,0.0
2020-01-25 15:45:00,24.53,69.42,215.18
2020-01-25 16:00:00,21.38,71.45,343.04
2020-01-25 16:15:00,20.72,55.12,447.56
2020-01-25 16:30:00,22.86,76.08,571.22
2020-01-25 16:45:00,54.62,91.66,0.0
2020-01-25 17:00:00,56.45,90.75,1200.19
2020-01-25 17:15:00,21.43,54.08,157.67
2020-01-25 17:30:00,25.14,46.87,559.93
2020-01-25 17:45:00,24.28,70.04,196.37
2020-01-25 18:00:00,20.79,59.81,251.27
2020-01-25 18:15:00,19.59,60.14,421.08
2020-01-25 18:30:00,17.61,78.76,328.56
2020-01-25 18:45:00,40.24,95.17,1339.08
2020-01-25 19:00:00,26.23,66.87,289.98
2020-01-25 19:15:00,17.34,60.35,528.91
2020-01-25 19:30:00,18.12,71.1,461.64
2020-01-25 19:45:00,17.66,67.81,568.71
2020-01-25 20:00:00,24.67,70.34,626.27
2020-01-25 20:15:00,22.73,29.89,370.67
2020-01-25 20:30:00,25.74,45.81,112.21
2020-01-25 20:45:00,20.28,55.53,343.02
2020-01-25 21:00:00,24.31,72.06,557.19
2020-01-25 21:15:00,22.93,82.06,348.72
2020-01-25 21:30:00,20.08,80.74,360.62
2020-01-25 21:45:00,28.19,73.45,218.11
2020-01-25 22:00:00,21.41,50.64,365.6
2020-01-25 22:15:00,24.51,70.8,707.71
2020-01-25 22:30:00,23.98,46.68,452.85
2020-01-25 22:45:00,24.09,60.6,571.69
2020-01-25 23:00:00,48.46,90.28,0.0
2020-01-25 23:15:00,18.86,46.58,337.21
2020-01-25 23:30:00,28.26,54.94,553.61
2020-01-25 23:45:00,21.01,69.12,355.43
2020-01-26 00:00:00,22.18,62.1,305.41
2020-01-26 00:15:00,17.96,79.87,371.62
2020-01-26 00:30:00,22.4,48.2,297.03
2020-01-26 00:45:00,18.51,70.01,521.44
2020-01-26 01:00:00,22.67,51.86,601.24
2020-01-26 01:15:00,21.54,54.34,549.02
2020-01-26 01:30:00,18.08,59.8,494.51
2020-01-26 01:45:00,13.94,62.52,473.18
2020-01-26 02:00:00,25.92,63.57,325.88
2020-01-26 02:15:00,20.69,77.69,485.32
2020-01-26 02:30:00,19.61,60.74,700.08
2020-01-26 02:45:00,-4.79,7.96,0.0
2020-01-26 03:00:00,57.15,91.89,0.0
2020-01-26 03:15:00,22.34,60.79,174.46
2020-01-26 03:30:00,24.14,61.5,736.11
2020-01-26 03:45:00,20.12,60.01,605.62
2020-01-26 04:00:00,21.1,61.09,713.25
2020-01-26 04:15:00,25.14,68.9,344.26
2020-01-26 04:30:00,20.28,76.65,409.07
2020-01-26 04:45:00,26.99,65.53,530.81
2020-01-26 05:00:00,18.39,53.03,537.82
2020-01-26 05:15:00,22.42,65.58,420.05
2020-01-26 05:30:00,22.11,61.73,233.12
2020-01-26 05:45:00,22.87,54.29,364.86
2020-01-26 06:00:00,25.98,54.71,390.33
2020-01-26 06:15:00,22.51,57.23,463.99
2020-01-26 06:30:00,27.74,66.13,330.95
2020-01-26 06:45:00,26.87,71.06,468.12
2020-01-26 07:00:00,20.97,81.1,430.13
2020-01-26 07:15:00,20.46,67.13,437.91
2020-01-26 07:30:00,23.79,59.49,373.56
2020-01-26 07:45:00,17.51,60.98,393.04
2020-01-26 08:00:00,21.19,51.11,217.87
2020-01-26 08:15:00,16.9,43.08,646.32
2020-01-26 08:30:00,22.96,72.84,471.39
2020-01-26 08:45:00,18.23,55.39,459.6
2020-01-26 09:00:00,24.45,74.64,306.28
2020-01-26 09:15:00,21.24,77.4,448.2
2020-01-26 09:30:00,20.57,55.62,689.63
2020-01-26 09:45:00,24.58,60.53,424.16
2020-01-26 10:00:00,22.36,63.41,430.11
2020-01-26 10:15:00,22.03,68.49,655.3
2020-01-26 10:30:00,23.95,60.65,622.76
2020-01-26 10:45:00,20.79,64.84,436.27
2020-01-26 11:00:00,21.33,44.33,438.17
2020-01-26 11:15:00,22.03,68.68,327.42
2020-01-26 11:30:00,19.63,53.63,364.62
2020-01-26 11:45:00,20.06,68.72,462.52
2020-01-26 12:00:00,24.75,66.4,646.24
2020-01-26 12:15:00,21.86,68.52,0.0
2020-01-26 12:30:00,21.29,70.34,225.09
2020-01-26 12:45:00,22.77,66.8,599.26
2020-01-26 13:00:00,19.14,72.07,592.74
2020-01-26 13:15:00,20.6,60.56,292.81
2020-01-26 13:30:00,18.28,44.79,69.07
2020-01-26 13:45:00,25.44,47.67,390.02
2020-01-26 14:00:00,47.3,5.93,1514.51
2020-01-26 14:15:00,1.63,7.45,0.0
2020-01-26 14:30:00,25.54,52.45,511.59
2020-01-26 14:45:00,15.09,57.11,177.94
2020-01-26 15:00:00,20.54,55.05,357.58
2020-01-26 15:15:00,19.54,52.97,353.73
2020-01-26 15:30:00,20.55,56.52,158.41
2020-01-26 15:45:00,22.47,67.25,307.46
2020-01-26 16:00:00,21.15,75.11,183.9
2020-01-26 16:15:00,58.03,99.52,1413.47
2020-01-26 16:30:00,23.98,49.91,463.53
2020-01-26 16:45:00,22.78,59.28,127.85
2020-01-26 17:00:00,19.51,68.78,266.67
2020-01-26 17:15:00,19.8,71.86,413.22
2020-01-26 17:30:00,23.5,45.11,256.94
2020-01-26 17:45:00,21.72,43.71,595.42
2020-01-26 18:00:00,20.25,59.42,555.13
2020-01-26 18:15:00,21.53,52.6,414.55
2020-01-26 18:30:00,18.76,74.24,469.6
2020-01-26 18:45:00,18.26,50.37,744.48
2020-01-26 19:00:00,22.13,60.19,406.53
2020-01-26 19:15:00,25.11,51.95,627.36
2020-01-26 19:30:00,20.86,81.48,355.92
2020-01-26 19:45:00,25.32,51.05,324.21
2020-01-26 20:00:00,22.18,59.05,548.68
2020-01-26 20:15:00,22.29,62.31,321.96
2020-01-26 20:30:00,17.4,53.2,463.27
2020-01-26 20:45:00,20.1,60.84,168.44
2020-01-26 21:00:00,21.47,62.46,512.01
2020-01-26 21:15:00,20.04,49.73,617.98
2020-01-26 21:30:00,24.9,44.94,372.87
2020-01-26 21:45:00,43.55,91.03,0.0
2020-01-26 22:00:00,21.8,50.8,488.01
2020-01-26 22:15:00,20.46,60.89,513.35
2020-01-26 22:30:00,26.17,71.39,656.68
2020-01-26 22:45:00,21.68,58.3,441.76
2020-01-26 23:00:00,21.89,80.4,284.2
2020-01-26 23:15:00,25.42,61.97,488.55
2020-01-26 23:30:00,19.04,46.14,316.68
2020-01-26 23:45:00,22.19,57.43,221.96
2020-01-27 00:00:00,24.5,58.48,16.85
2020-01-27 00:15:00,21.66,45.03,266.84
2020-01-27 00:30:00,22.82,70.41,248.93
2020-01-27 00:45:00,25.41,48.01,437.17
2020-01-27 01:00:00,27.16,59.14,603.06
2020-01-27 01:15:00,26.87,46.33,511.33
2020-01-27 01:30:00,21.74,61.18,90.23
2020-01-27 01:45:00,22.96,83.75,364.13
2020-01-27 02:00:00,-3.86,1.1,0.0
2020-01-27 02:15:00,27.94,60.25,491.03
2020-01-27 02:30:00,24.54,76.62,480.39
2020-01-27 02:45:00,21.47,55.87,386.36
2020-01-27 03:00:00,19.31,61.72,600.29
2020-01-27 03:15:00,22.41,60.31,435.43
2020-01-27 03:30:00,23.63,70.29,321.7
2020-01-27 03:45:00,17.27,56.9,530.67
2020-01-27 04:00:00,21.28,62.74,318.89
2020-01-27 04:15:00,20.08,59.41,434.69
2020-01-27 04:30:00,24.52,66.44,533.31
2020-01-27 04:45:00,22.93,49.96,307.72
2020-01-27 05:00:00,24.62,53.9,372.65
2020-01-27 05:15:00,19.18,59.92,549.81
2020-01-27 05:30:00,17.22,67.51,487.35
2020-01-27 05:45:00,19.71,65.74,297.35
2020-01-27 06:00:00,24.83,70.76,254.46
2020-01-27 06:15:00,17.36,48.54,138.63
2020-01-27 06:30:00,19.81,62.83,589.66
2020-01-27 06:45:00,18.55,82.17,421.43
2020-01-27 07:00:00,18.97,58.2,281.12
2020-01-27 07:15:00,20.76,56.17,388.79
2020-01-27 07:30:00,-4.88,6.73,0.0
2020-01-27 07:45:00,20.03,71.36,246.16
2020-01-27 08:00:00,19.72,58.25,557.82
2020-01-27 08:15:00,20.73,58.57,496.96
2020-01-27 08:30:00,18.07,55.52,340.36
2020-01-27 08:45:00,27.02,62.19,236.41
2020-01-27 09:00:00,28.02,59.9,497.94
2020-01-27 09:15:00,-5.42,93.01,0.0
2020-01-27 09:30:00,22.93,82.52,478.64
2020-01-27 09:45:00,22.8,57.56,501.5
2020-01-27 10:00:00,-0.43,92.54,1449.89
2020-01-27 10:15:00,24.06,53.89,511.09
2020-01-27 10:30:00,23.7,55.94,420.09
2020-01-27 10:45:00,18.79,72.06,327.71
2020-01-27 11:00:00,25.78,65.52,629.12
2020-01-27 11:15:00,44.96,93.51,1274.95
2020-01-27 11:30:00,24.65,45.75,558.7
2020-01-27 11:45:00,26.46,74.85,403.59
2020-01-27 12:00:00,-6.78,9.39,1440.39
2020-01-27 12:15:00,20.47,44.25,501.74
2020-01-27 12:30:00,25.38,60.52,309.93
